"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 25 20:16:02 GMT 2025","Sat Jan 25 20:16:02 GMT 2025","383","tests","test_user","TestUser","","","test_login_with_empty_fields[password]","Cannot login with empty required fields"
"passed","Sat Jan 25 20:15:22 GMT 2025","Sat Jan 25 20:15:23 GMT 2025","1271","tests","test_user","TestUser","","","test_edit_user_as_not_authed","Unauthorized user can not edit a user info by ID"
"passed","Sat Jan 25 20:15:04 GMT 2025","Sat Jan 25 20:15:05 GMT 2025","1078","tests","test_user","TestUser","","","test_create_user_with_too_long_name","Unable to create user with user name that is more then 250 symbols long"
"passed","Sat Jan 25 20:15:52 GMT 2025","Sat Jan 25 20:15:54 GMT 2025","2169","tests","test_user","TestUser","","","test_delete_another_user","Authorized user can not delete another user"
"passed","Sat Jan 25 20:15:43 GMT 2025","Sat Jan 25 20:15:44 GMT 2025","1045","tests","test_user","TestUser","","","test_get_another_user","Authorized user can not get another user info by ID except for the user name"
"passed","Sat Jan 25 20:15:12 GMT 2025","Sat Jan 25 20:15:13 GMT 2025","904","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[lastName]","Unable to create user if any of the required fields are missing"
"passed","Sat Jan 25 20:15:37 GMT 2025","Sat Jan 25 20:15:38 GMT 2025","1037","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[lastName]","Field values cannot be changed to value that is one symbol long"
"passed","Sat Jan 25 20:15:05 GMT 2025","Sat Jan 25 20:15:06 GMT 2025","901","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[username]","Unable to create user if any of required fields are empty"
"passed","Sat Jan 25 20:15:02 GMT 2025","Sat Jan 25 20:15:03 GMT 2025","1031","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[@@mail.com]","Unable to create user with incorrect email format"
"passed","Sat Jan 25 20:16:01 GMT 2025","Sat Jan 25 20:16:02 GMT 2025","395","tests","test_user","TestUser","","","test_login_with_empty_fields[email]","Cannot login with empty required fields"
"passed","Sat Jan 25 20:15:45 GMT 2025","Sat Jan 25 20:15:46 GMT 2025","1028","tests","test_user","TestUser","","","test_get_user_as_not_authed","Unauthorized user can not get a user info by ID except for the user name"
"passed","Sat Jan 25 20:15:08 GMT 2025","Sat Jan 25 20:15:09 GMT 2025","1292","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[email]","Unable to create user if any of required fields are empty"
"passed","Sat Jan 25 20:15:07 GMT 2025","Sat Jan 25 20:15:08 GMT 2025","1153","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[lastName]","Unable to create user if any of required fields are empty"
"passed","Sat Jan 25 20:15:00 GMT 2025","Sat Jan 25 20:15:02 GMT 2025","1239","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test@mailcom]","Unable to create user with incorrect email format"
"passed","Sat Jan 25 20:15:17 GMT 2025","Sat Jan 25 20:15:19 GMT 2025","2527","tests","test_user","TestUser","","","test_edit_just_created_user","Can edit all data of the newly created user"
"passed","Sat Jan 25 20:14:56 GMT 2025","Sat Jan 25 20:14:57 GMT 2025","1171","tests","test_user","TestUser","","","test_create_user_with_existing_email","Can not create user with already registered email"
"passed","Sat Jan 25 20:15:59 GMT 2025","Sat Jan 25 20:16:00 GMT 2025","529","tests","test_user","TestUser","","","test_is_user_not_authed[no cookie]","User can not be authorized w/o sending auth cookie or token"
"passed","Sat Jan 25 20:15:11 GMT 2025","Sat Jan 25 20:15:12 GMT 2025","1247","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[firstName]","Unable to create user if any of the required fields are missing"
"passed","Sat Jan 25 20:15:10 GMT 2025","Sat Jan 25 20:15:11 GMT 2025","889","tests","test_user","TestUser","","","test_create_user_with_missing_required_field[username]","Unable to create user if any of the required fields are missing"
"passed","Sat Jan 25 20:14:57 GMT 2025","Sat Jan 25 20:14:58 GMT 2025","1166","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[testmail.com]","Unable to create user with incorrect email format"
"passed","Sat Jan 25 20:15:33 GMT 2025","Sat Jan 25 20:15:35 GMT 2025","1411","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[firstName]","Field values cannot be changed to value that is one symbol long"
"passed","Sat Jan 25 20:14:58 GMT 2025","Sat Jan 25 20:14:59 GMT 2025","1148","tests","test_user","TestUser","","","test_create_user_with_incorrect_email_format[test @mail.com]","Unable to create user with incorrect email format"
"passed","Sat Jan 25 20:15:09 GMT 2025","Sat Jan 25 20:15:10 GMT 2025","1142","tests","test_user","TestUser","","","test_create_user_with_empty_required_field[password]","Unable to create user if any of required fields are empty"
"passed","Sat Jan 25 20:16:03 GMT 2025","Sat Jan 25 20:16:03 GMT 2025","398","tests","test_user","TestUser","","","test_login_with_empty_fields[all fields]","Cannot login with empty required fields"
"passed","Sat Jan 25 20:15:30 GMT 2025","Sat Jan 25 20:15:31 GMT 2025","1043","tests","test_user","TestUser","","","test_edit_user_with_too_short_name[username]","Field values cannot be changed to value that is one symbol long"
"passed","Sat Jan 25 20:14:54 GMT 2025","Sat Jan 25 20:14:56 GMT 2025","1209","tests","test_user","TestUser","","","test_create_user","Can create (register) a new user"
